metricId,category,unit,persona,surface,location,extracted,canonical,deltaAbs,deltaRel,toleranceAbs,toleranceRel,severity,triageCode,triage
stress-scenario-ending-cash,stress,usd,liberty,consultant.lenderStressTests.scenarios[*].endingCash,"(array of {name, endingCash[y]})",—,—,—,—,1,0.001,skipped-structural,acceptable-variance-annotated-in-registry,Composite array — same as stress-scenario-dscr. Covered by lender-stress-section-snapshot.
stress-scenario-net-income,stress,usd,liberty,consultant.lenderStressTests.scenarios[*].netIncome,"(array of {name, netIncome[y]})",—,—,—,—,1,0.001,skipped-structural,acceptable-variance-annotated-in-registry,Composite array — same as stress-scenario-dscr. Covered by lender-stress-section-snapshot.
stress-worst-scenario,stress,text,liberty,narrative-bundle.worstStress.name,narrativeBundle.worstStress.name,"""Public Funding Delayed 3 Months (public sources only)""","""Public Funding Delayed 3 Months (public sources only)""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
stress-negative-y5-scenarios,stress,count,liberty,narrative-bundle.negativeY5StressScenarios.length,narrativeBundle.negativeY5StressScenarios.length,0,0,0,0.0000%,0,—,pass,in-tolerance,in tolerance
founder-comp-adjustment,founder_comp,usd,liberty,consultant.normalizedView.founderComp.totalDelta,normalizedView.founderComp.totalDelta,344883,344883,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
founder-comp-adjustment,founder_comp,usd,liberty,narrative-bundle.founderCompTotalDelta,narrativeBundle.founderCompTotalDelta,344883,344883,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
lender-readiness-uncapped,rating,enum,liberty,consultant.lenderReadinessResult.uncappedRating,lenderReadinessResult.uncappedRating,"""Needs Work""","""Needs Work""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-uncapped,rating,enum,liberty,lender-packet.lenderReadiness.result.uncappedRating,lenderPacket.lenderReadiness.result.uncappedRating,"""Needs Work""","""Needs Work""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-effective,rating,enum,liberty,consultant.lenderReadinessResult.effectiveRating,lenderReadinessResult.effectiveRating,"""Needs Work""","""Needs Work""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-effective,rating,enum,liberty,lender-packet.lenderReadiness.status,lenderPacket.lenderReadiness.status,"""Needs Work""","""Needs Work""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-effective,rating,enum,liberty,narrative-bundle.lenderReadiness,narrativeBundle.lenderReadiness,"""Needs Work""","""Needs Work""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-cap,rating,text,liberty,consultant.lenderReadinessResult.cap.taggedFraction,lenderReadinessResult.cap.taggedFraction,0,0,0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
biggest-strength,rating,text,liberty,consultant.biggestStrength,consultant.biggestStrength,"""Strong Year 5 net income""","""Strong Year 5 net income""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
biggest-strength,rating,text,liberty,narrative-bundle.biggestStrength,narrativeBundle.biggestStrength,"""Strong Year 5 net income""","""Strong Year 5 net income""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
biggest-risk,rating,text,liberty,consultant.biggestRisk,consultant.biggestRisk,"""Public funding is the primary revenue source — model disbursement timing carefully and maintain cash reserves for funding gaps""","""Public funding is the primary revenue source — model disbursement timing carefully and maintain cash reserves for funding gaps""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
biggest-risk,rating,text,liberty,narrative-bundle.biggestRisk,narrativeBundle.biggestRisk,"""Public funding is the primary revenue source — model disbursement timing carefully and maintain cash reserves for funding gaps""","""Public funding is the primary revenue source — model disbursement timing carefully and maintain cash reserves for funding gaps""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
assumption-registry,assumptions,text,liberty,(catalog),(persona-independent),—,—,—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,Persona-independent catalog. Surfaced once in the report header; no per-persona row needed.
narrative-commentary-bundle,narrative,text,liberty,lender-packet.lenderCommentary.bundle,lenderPacket.lenderCommentary.bundle (composite),—,"{""schoolName"":""Liberty STEM Charter School"",""state"":""AZ"",""schoolType"":""charter school"",""schoolStage"":""new school"",""lenderReadiness"":""Needs Work"",""lenderReadinessExplanation"":""Your model has real promise, and there are just a few areas to strengthen. The recommendations above will help you build a more resilient financial plan, and every improvement makes your projections more achievable."",""biggestStrength"":""Strong Year 5 net income"",""biggestRisk"":""Public funding is the primary revenue source — model disbursement timing carefully and maintain cash reserves for funding gaps"",""enrollmentY1"":200,""enrollmentY5"":600,""retentionRatePct"":88,""maxCapacity"":600,""dscrY1Normalized"":30.65,""dscrY1Reported"":30.84,""dscrMinNormalized"":30.65,""dscrMinNormalizedYear"":1,""cashRunwayMonths"":11.122823375736088,""reserveMonthsLastYear"":77.7,""reserveLastYearNumber"":5,""troughEndingCash"":2258591.5895085065,""troughYear"":1,""breakEvenYear"":1,""breakEvenStudentsY1"":93,""breakEvenUtilizationY1Pct"":15.5,""founderCompHasAdjustment"":true,""founderCompTotalDelta"":344883.36750000005,""revenueQualityY1"":{""contractedPct"":0,""projectedPct"":1.0256410256410255,""donorDependentPct"":4.273504273504273,""policyDependentPct"":94.7008547008547},""topRisks"":[{""title"":""Let's extend your cash runway"",""severity"":""critical"",""summary"":""Based on your projected revenue and expenses, cash currently lasts 11.1 months. Aiming for 18+ months gives you room to absorb late tuition payments or delayed public funding without scrambling."",""mitigant"":""Build a cash buffer through startup fundraising, a line of credit, or by reducing early expenses. Target at least 18 months of runway before opening.""},{""title"":""Let's back the enrollment ramp with evidence"",""severity"":""critical"",""summary"":""Year 1 to Year 2 projects 50% enrollment growth. Adding documented demand (waitlists, signed letters, or a clear recruitment pipeline) makes this story land."",""mitigant"":""Back every enrollment target with documented demand — signed letters of intent, waitlist depth, community survey results, or recruitment pipeline data. Growth over 25% per year typically requires an exceptional recruitment engine or facility expansion.""},{""title"":""Let's tie new hires to enrollment milestones"",""severity"":""critical"",""summary"":""In Year 2, staffing cost growth runs more than 10 points ahead of enrollment growth. Sequencing hires to match enrollment keeps the model resilient."",""mitigant"":""Align staffing additions to enrollment milestones. Hire when students are enrolled, not when you hope they will be. Use part-time or contract roles to bridge gaps.""}],""worstStress"":{""name"":""Public Funding Delayed 3 Months (public sources only)"",""minDscr"":14.23,""minEndingCash"":1118710.637127554},""negativeY5StressScenarios"":[],""highPriorityActions"":[]}",—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,"Composite bundle — every scalar inside (dscrMinNormalized, troughEndingCash, breakEvenStudentsY1, retentionRatePct, …) is already diffed individually by its own metric row. The bundle itself is intentionally not scalar-compared."
revenue-total-year,revenue,usd,oakwood,consultant.normalizedView.reported.revenue,normalizedView.reported.revenue[y],"[165642, 251091, 308259, 361289, 401320]","[165642, 251091, 308259, 361289, 401320]",0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
revenue-per-line-y1-value,revenue,usd,oakwood,lender-packet.appendixAssumptions.revenueRows,(no dotted accessor — string-formatted in linkedAssumptions),—,"{""gross_tuition"":186000,""registration_fees"":5000,""donations_fundraising"":8000,""grants"":15000,""scholarships_aid"":-14880}",—,—,1,0.001,skipped-structural,acceptable-variance-annotated-in-registry,"Mapping-hole: per-row USD map is computed and formatted inside packet builder, not exposed on typed shape. M5 should add a per-row accessor; covered today by build-packet-data tests."
revenue-quality-by-bucket,revenue,pct,oakwood,consultant.revenueQuality[y].pctByBucket,revenueQuality[y].pctByBucket.{contracted|projected|donor_dependent|policy_dependent},1.00,1.00,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
revenue-composition,revenue,pct,oakwood,consultant.revenueComposition[y],revenueComposition[0].{tuitionPct|publicPct|philanthropyPct},1.00,1.00,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
revenue-hard-coverage-y1,revenue,ratio,oakwood,consultant.revenueQuality[0].hardRevenueCoverage,revenueQuality[0].hardRevenueCoverage,1.202,1.202,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance
cash-runway-months,cash,months,oakwood,consultant.cashRunwayMonths,consultant.cashRunwayMonths,3.10,3.10,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
cash-runway-months,cash,months,oakwood,narrative-bundle.cashRunwayMonths,narrativeBundle.cashRunwayMonths,3.10,3.10,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
cash-runway-months,cash,months,oakwood,lender-packet.lenderCommentary.bundle.cashRunwayMonths,lenderPacket.lenderCommentary.bundle.cashRunwayMonths,3.10,3.10,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
cash-trough-ending-cash,cash,usd,oakwood,narrative-bundle.troughEndingCash,narrativeBundle.troughEndingCash,34397,34397,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
cash-trough-ending-cash,cash,usd,oakwood,lender-packet.lenderCommentary.bundle.troughEndingCash,lenderPacket.lenderCommentary.bundle.troughEndingCash,34397,34397,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
cash-monthly-low,cash,usd,oakwood,lender-packet.sections.cash_flow,(scalar not exposed on typed packet — formatted into tables),—,"{""monthIndex"":0,""monthLabel"":""Jan"",""amount"":6213.343702292093,""isNegative"":false,""yearIndex"":0}",—,—,1,0.001,skipped-structural,acceptable-variance-annotated-in-registry,Mapping-hole: monthly cash scalar is rendered into PacketSection tables only. Existing cash-runway-pdf-parity test covers the PDF surface end-to-end.
reserve-months-last-year,cash,months,oakwood,consultant.cumulativeFinancials[last].reserveMonths,cumulativeFinancials[length-1].reserveMonths,18.90,18.90,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
reserve-months-last-year,cash,months,oakwood,narrative-bundle.reserveMonthsLastYear,narrativeBundle.reserveMonthsLastYear,18.90,18.90,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
dscr-year-series-normalized,debt,ratio,oakwood,consultant.normalizedView.normalized.dscr,normalizedView.normalized.dscr[y],"[3.110, 4.060, 14.300, 23.690, 30.240]","[3.110, 4.060, 14.300, 23.690, 30.240]",0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance
dscr-year-series-reported,debt,ratio,oakwood,consultant.normalizedView.reported.dscr,normalizedView.reported.dscr[y],"[5.860, 6.870, 17.160, 26.590, 33.390]","[5.860, 6.870, 17.160, 26.590, 33.390]",0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance
dscr-min-normalized,debt,ratio,oakwood,narrative-bundle.dscrMinNormalized,narrativeBundle.dscrMinNormalized,3.110,3.110,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance
annual-debt-service,debt,usd,oakwood,consultant.normalizedView.reported.loanDebtService,normalizedView.reported.loanDebtService[y],"[4696, 4696, 4696, 4696, 4696]","[4696, 4696, 4696, 4696, 4696]",0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
revenue-per-student,per_student,usd,oakwood,consultant.keyMetrics[name~='Revenue per Student'],keyMetrics filter,"""$8,282""",8282,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
cost-per-student,per_student,usd,oakwood,consultant.keyMetrics[name~='Cost per Student'],keyMetrics filter,"""$7,162""",7162,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
capacity-utilization-y1,capacity_breakeven,pct,oakwood,consultant.keyMetrics[name~='Capacity Utilization'],keyMetrics filter,"""88.9%""",88.90,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
break-even-year,capacity_breakeven,year,oakwood,narrative-bundle.breakEvenYear,narrativeBundle.breakEvenYear,1,1,0,0.0000%,0,—,pass,in-tolerance,in tolerance
break-even-students-y1,capacity_breakeven,count,oakwood,consultant.lenderStressTests.base.breakEvenStudents[0],lenderStressTests.base.breakEvenStudents[0],17,17,0,0.0000%,0,—,pass,in-tolerance,in tolerance
break-even-students-y1,capacity_breakeven,count,oakwood,narrative-bundle.breakEvenStudentsY1,narrativeBundle.breakEvenStudentsY1,17,17,0,0.0000%,0,—,pass,in-tolerance,in tolerance
stress-base-net-income,stress,usd,oakwood,consultant.lenderStressTests.base.netIncome,lenderStressTests.base.netIncome[y],"[22826, 27563, 75862, 120148, 152096]","[22826, 27563, 75862, 120148, 152096]",0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
